f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,class
f01,f10,f20,f30,f41,f50,f60,f70,f80,0.1569,1.5142,0.592,1.3285,0.9889,0.5974,0.1838,0.8393,0.4536,C4
f00,f10,f20,f30,f40,f51,f61,f71,f80,0.2715,1.4048,0.8488,0.7764,1.4666,0.7563,0.2742,1.0373,2.0918,C4
f00,f10,f20,f30,f40,f50,f60,f71,f80,0.4101,0.6411,1.179,1.1798,0.061,0.9736,0.3758,0.5177,1.1102,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.4472,0.3439,0.057,0.9754,0.7646,0.9385,0.2352,0.8313,0.6967,C4
f01,f11,f20,f30,f41,f50,f61,f70,f80,0.1922,1.0945,0.5167,2.1835,0.6838,0.3097,0.707,0.6221,1.3574,C4
f00,f10,f20,f30,f40,f51,f60,f71,f80,0.2139,1.2712,0.8207,2.0359,0.2958,0.8363,0.2119,0.58,0.2471,C4
f01,f10,f20,f30,f41,f51,f61,f71,f80,0.6514,1.4836,0.5298,0.477,1.1768,0.6847,0.9666,0.7665,0.4961,C4
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.0796,1.5183,0.9797,1.5472,0.4741,1.0827,0.7173,1.0306,1.027,C4
f00,f11,f20,f30,f40,f50,f61,f71,f80,0.0454,0.6159,0.103,1.6512,1.3474,1.0271,0.4341,0.0856,0.3033,C4
f01,f10,f20,f31,f41,f50,f60,f71,f80,0.6055,0.4148,0.9775,1.0679,0.0455,0.374,1.0746,0.3215,0.8038,C4
f01,f10,f20,f30,f40,f50,f61,f71,f80,0.144,0.2658,0.7482,1.7251,0.9104,0.9416,0.2076,0.1487,0.8653,C4
f01,f10,f21,f30,f40,f50,f61,f70,f80,0.3164,1.4118,0.8635,0.6206,1.1028,0.8568,1.1716,0.2559,1.7887,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.0121,0.4282,0.1672,0.4346,0.1046,0.1021,0.1924,0.0682,1.647,C4
f00,f10,f20,f31,f40,f50,f61,f70,f81,0.2157,0.6658,0.1559,1.817,0.3128,0.8411,0.3796,0.4326,0.4391,C4
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.8172,0.3841,0.0571,0.1729,0.8626,0.5919,0.965,0.7077,0.5245,C4
f00,f10,f21,f30,f40,f50,f60,f71,f80,0.0925,1.3118,1.2109,0.7185,0.8555,0.8027,0.3385,0.6306,1.2015,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.2881,0.5524,0.417,0.2569,0.9008,0.8649,1.1795,0.9464,0.6842,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.3356,1.2194,0.2788,0.0058,0.4464,0.95,0.2425,0.0601,1.9287,C4
f00,f11,f20,f30,f41,f50,f61,f70,f80,1.302,0.829,1.0498,1.564,1.4426,0.9853,0.2171,0.3829,2.0671,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.8715,0.0771,0.0955,0.3034,1.243,0.4049,0.8937,1.1023,1.7314,C4
f00,f11,f20,f30,f41,f51,f61,f70,f80,0.9414,0.8719,1.0285,1.9654,0.7725,1.0586,0.5808,0.2417,0.9707,C4
f00,f10,f20,f31,f41,f50,f61,f70,f80,0.3454,0.6164,0.7583,1.8126,0.4294,0.4325,0.5784,0.1826,0.049,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.2853,1.3564,0.6264,1.2127,0.6527,0.1147,0.7099,0.7881,1.9042,C4
f00,f10,f20,f31,f41,f50,f60,f70,f81,0.074,0.5215,0.0026,1.6261,1.0943,0.2691,1.1577,1.0197,0.4574,C4
f00,f11,f20,f31,f40,f51,f61,f71,f80,0.311,1.4971,0.8252,1.2979,0.5894,0.6256,0.3393,0.2515,0.8823,C4
f00,f11,f21,f31,f41,f51,f61,f71,f81,0.9066,0.3367,0.4456,0.1215,1.3559,0.3842,0.0727,0.9584,2.0499,C4
f01,f10,f20,f30,f40,f51,f60,f70,f80,1.2082,0.507,0.2245,2.3383,0.5682,0.3139,0.8661,0.941,0.7188,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.2153,0.9404,0.4227,2.4284,0.9404,0.2546,0.1168,0.8883,0.1614,C4
f00,f10,f20,f30,f41,f51,f61,f71,f81,0.9855,1.396,0.2751,2.2403,0.2397,0.0089,0.2734,0.2865,0.6709,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.8569,0.4701,0.8653,2.0142,0.1766,0.6666,1.1887,0.4302,1.8151,C4
f01,f10,f20,f31,f40,f50,f61,f70,f80,0.2237,0.7752,0.5714,1.5418,1.5331,0.4003,0.358,0.3003,0.4449,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.8187,0.8771,0.4525,1.9224,1.0221,0.0137,0.2933,0.2434,1.4732,C4
f01,f11,f20,f31,f40,f50,f60,f71,f80,0.1676,0.9301,0.8082,1.5341,1.1623,0.9237,1.1628,0.9021,1.4054,C4
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.6845,0.5849,1.1885,1.9276,0.5659,0.7635,0.3959,0.4639,1.6187,C4
f01,f10,f20,f30,f40,f51,f61,f71,f80,1.3278,1.0542,0.9693,1.6963,1.3632,0.7827,0.2475,1.0199,1.0239,C4
f00,f11,f20,f30,f40,f51,f61,f71,f80,1.1036,1.4005,0.0911,1.223,0.4072,0.3591,0.5416,0.9094,0.55,C4
f00,f10,f20,f30,f40,f51,f61,f71,f80,0.9148,1.1639,0.5314,1.578,1.1624,0.4529,1.1334,0.5217,0.8725,C4
f01,f11,f20,f31,f41,f50,f61,f70,f80,0.7501,1.4883,0.3507,0.0842,0.7697,1.0117,1.0291,0.7237,1.1083,C4
f01,f11,f20,f30,f40,f51,f60,f71,f80,1.1909,0.7811,1.194,0.8806,0.9975,0.4906,1.1063,0.0137,1.9255,C4
f00,f10,f20,f30,f41,f51,f60,f71,f81,0.5851,0.3781,0.5818,1.0353,1.2041,0.6723,0.2425,0.5068,0.1616,C4
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.9333,1.0529,1.1738,1.729,1.158,0.1125,0.8023,1.0769,1.1679,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.6775,0.8259,0.9655,1.5138,1.1401,1.0359,0.2886,0.2187,0.3803,C4
f00,f11,f20,f31,f41,f50,f61,f71,f80,0.3417,0.1387,1.026,2.0239,0.1283,0.3116,0.4683,0.3384,1.6255,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.5629,0.2774,0.0833,0.5743,1.2652,0.4097,0.2984,0.0029,0.4369,C4
f01,f10,f20,f31,f41,f50,f61,f71,f80,0.6126,1.2985,0.3057,2.273,0.0937,0.8919,0.189,0.9294,1.3957,C4
f00,f10,f20,f31,f40,f50,f61,f71,f80,1.083,0.1514,0.8628,1.5041,1.1326,1.1265,0.1677,0.3338,0.0262,C4
f00,f10,f20,f30,f41,f50,f60,f70,f80,0.539,0.6856,0.2563,0.1418,0.7566,0.0004,0.4413,0.3855,0.8184,C4
f00,f10,f21,f30,f40,f51,f61,f70,f80,1.0021,0.978,1.1034,1.9033,0.9315,0.878,0.6813,0.3852,1.5045,C4
f00,f11,f20,f30,f40,f50,f61,f71,f81,0.471,0.7607,0.2143,0.6073,0.2201,0.0127,1.0865,0.1366,1.4049,C4
f00,f11,f20,f30,f41,f50,f60,f70,f80,0.2604,1.0616,0.1146,0.2774,1.4796,0.0149,0.7713,0.2676,1.9008,C4
f00,f10,f20,f31,f41,f50,f60,f71,f80,0.9422,1.55,0.0338,0.2813,0.7252,0.0926,0.208,0.7423,0.8138,C4
f01,f10,f20,f30,f40,f50,f60,f71,f81,0.213,0.9471,1.1599,1.8591,0.4648,0.776,0.5544,0.7429,1.6267,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,1.1102,1.5167,0.2659,1.1136,0.2236,0.2356,0.4754,0.0159,0.9268,C4
f00,f11,f20,f30,f41,f50,f60,f71,f80,0.105,0.58,0.5226,2.0399,1.0033,0.0492,0.4253,0.7682,1.6042,C4
f00,f10,f20,f30,f41,f50,f61,f71,f81,0.4502,0.5869,0.2551,1.7566,0.8118,0.3801,0.6613,0.1625,0.049,C4
f00,f11,f20,f30,f40,f50,f60,f71,f80,0.2777,1.1448,0.4399,0.825,1.6029,0.0619,1.1793,1.1695,2.0017,C4
f00,f10,f20,f31,f40,f50,f61,f70,f80,1.1353,0.4216,0.4273,2.0032,1.0957,1.1135,0.3021,1.1305,0.4089,C4
f00,f11,f20,f31,f41,f50,f61,f71,f80,0.0492,0.7953,0.8636,1.4665,0.0098,0.6029,1.1567,0.0932,0.0069,C4
f00,f11,f20,f31,f41,f50,f60,f70,f80,0.2827,0.3436,0.0971,1.9803,0.081,0.5399,1.0757,0.7982,1.9782,C4
f00,f10,f20,f30,f40,f51,f61,f71,f80,1.173,0.2815,0.4896,0.1228,1.3405,0.5237,0.6914,1.0233,0.5876,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.1252,0.1171,0.5046,0.5339,1.1629,1.0754,0.2447,1.0349,1.899,C4
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.0734,0.3649,0.7689,0.0765,1.523,0.8881,0.7725,0.2895,0.9654,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.8002,0.7114,0.7298,1.3375,0.508,0.9431,1.0898,0.4697,1.6994,C4
f00,f11,f20,f31,f40,f50,f61,f71,f80,0.7595,0.4165,0.825,0.5196,1.2287,1.084,0.0119,0.0047,0.2062,C4
f00,f11,f20,f30,f41,f50,f60,f71,f80,1.1964,0.1886,0.3275,1.607,1.1533,1.0281,1.1433,0.8033,0.8686,C4
f00,f11,f20,f31,f41,f50,f61,f70,f80,0.0339,1.2675,0.9095,1.8343,0.3469,0.5679,1.0636,0.9136,0.4375,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.1991,0.1903,0.7194,1.5656,1.3199,0.3995,0.1991,0.9762,1.8537,C4
f00,f10,f21,f31,f40,f50,f61,f70,f80,1.0002,0.8626,0.082,0.3436,0.7635,0.504,1.1029,0.8139,1.88,C4
f01,f10,f20,f30,f41,f51,f61,f71,f80,0.028,0.6134,1.1374,0.4615,0.1719,0.6398,0.9015,1.015,0.3672,C4
f00,f10,f20,f30,f40,f51,f61,f70,f80,1.2884,0.37,0.9033,1.5181,1.2461,0.2814,1.1163,0.3841,0.025,C4
f00,f10,f20,f30,f41,f50,f60,f71,f80,0.4297,0.9888,0.2544,0.1741,0.7082,0.6914,0.4488,0.622,0.2823,C4
f00,f10,f20,f31,f41,f51,f61,f71,f81,0.0077,0.9488,0.156,0.6165,1.0684,0.7549,0.1425,0.2952,0.5143,C4
f00,f10,f20,f30,f40,f50,f60,f70,f81,0.9629,0.5396,0.7325,0.5226,0.3187,0.1143,0.9325,0.356,0.6493,C4
f00,f10,f20,f30,f41,f51,f60,f71,f80,0.8767,1.0905,0.0695,1.2765,0.2598,0.3649,0.2713,0.3504,1.8767,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.4219,0.8386,1.0447,0.8034,1.4904,0.3279,0.144,0.5789,2.0247,C4
f00,f11,f20,f31,f40,f50,f61,f71,f80,0.279,0.5141,0.6855,2.2879,1.5853,0.1947,0.5511,1.0831,1.5884,C4
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.4835,1.2977,0.1494,1.8332,1.525,0.8454,0.4797,0.8757,1.6952,C4
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.696,0.361,0.6062,1.1041,0.0774,0.0909,0.7044,0.2213,1.4536,C4
f00,f11,f20,f30,f40,f50,f61,f70,f80,0.857,0.1655,0.776,1.8066,1.2462,0.4932,0.6987,1.0322,1.9307,C4
f00,f11,f20,f30,f41,f50,f61,f70,f80,0.4011,0.3566,0.1017,0.4544,0.7717,0.5354,0.6347,0.3884,1.3625,C4
f00,f10,f20,f31,f41,f50,f60,f71,f80,1.1407,0.324,1.0065,1.9632,0.9527,0.632,0.8014,0.4922,1.4708,C4
f00,f10,f21,f30,f41,f50,f60,f70,f80,0.5134,0.34,0.3998,2.2285,0.3644,0.1892,0.5199,0.5986,1.5887,C4
f01,f10,f20,f30,f41,f51,f61,f71,f81,0.6106,0.5307,0.7444,1.3857,1.0216,0.0301,0.9612,1.0695,1.0354,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,1.1424,0.3029,0.7206,0.0456,1.6102,1.0685,0.7053,1.1294,1.4959,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,1.0677,1.3735,1.1881,1.0064,0.8759,1.0004,0.4552,0.9069,2.0486,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,1.0059,1.1457,0.8151,2.2411,0.8602,0.9886,0.5187,0.0159,0.8905,C4
f01,f10,f21,f30,f41,f50,f60,f71,f80,0.9091,1.0254,0.058,1.2042,0.8447,0.3501,0.7976,1.1092,0.2286,C4
f00,f10,f20,f30,f40,f51,f61,f71,f80,0.9878,0.4801,0.6915,0.3605,0.8877,0.9501,0.2781,0.8102,1.1585,C4
f00,f10,f20,f30,f40,f51,f61,f70,f80,0.5565,0.9507,1.199,2.3108,0.8989,0.4959,0.6961,1.1469,1.7351,C4
f01,f10,f20,f30,f40,f50,f60,f71,f80,0.9681,0.9013,1.236,1.7973,1.0473,1.1513,0.9572,1.0532,0.0085,C4
f00,f10,f20,f30,f40,f50,f60,f71,f80,0.6722,1.5198,0.75,1.4704,0.6818,0.4753,1.0298,0.4991,0.6719,C4
f00,f10,f20,f30,f41,f50,f60,f70,f80,1.0625,1.0438,0.7269,2.3104,0.5095,0.0706,1.0511,0.9566,0.0156,C4
f01,f11,f20,f30,f40,f50,f61,f71,f80,0.5387,0.9366,0.7808,1.3772,0.7949,1.1213,0.9629,0.3126,0.4337,C4
f01,f11,f20,f30,f41,f50,f60,f70,f80,0.9392,1.2588,0.0344,0.335,1.5796,1.1932,0.1624,0.5892,1.9209,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.2154,0.7424,1.2029,2.3487,1.4865,0.9734,0.6935,0.5866,1.5735,C4
f01,f10,f20,f31,f40,f50,f60,f70,f80,1.2541,0.7359,0.0086,1.144,0.0264,0.2602,0.2461,0.2292,0.0409,C4
f00,f11,f20,f31,f40,f50,f61,f71,f80,0.4114,1.078,0.7689,0.4254,0.0858,1.1172,0.5131,0.8235,0.7825,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.8652,1.1132,0.9659,0.5659,0.0408,0.9449,0.5553,0.5664,1.3466,C4
f00,f10,f20,f30,f41,f50,f60,f70,f80,1.1531,1.4102,1.0896,1.728,1.3585,0.6709,0.138,0.1345,0.4027,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.1761,0.2033,0.5568,1.5584,1.2879,1.0596,0.6352,1.0539,1.4848,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.9819,1.0004,0.7396,1.6706,0.0165,0.059,0.1548,0.429,1.2493,C4
f00,f11,f20,f31,f41,f51,f61,f71,f80,0.6355,0.2386,0.0644,0.878,0.4762,1.0945,0.3394,0.8339,0.0028,C4
f00,f10,f21,f30,f40,f50,f61,f71,f80,0.8608,0.0105,1.1614,1.5791,0.536,0.7986,0.0941,1.0639,0.9153,C4
f00,f10,f21,f31,f40,f50,f61,f71,f80,0.5499,0.1046,1.167,0.4797,1.2289,0.2369,0.6358,0.6974,0.1431,C4
f01,f10,f20,f30,f41,f50,f61,f70,f80,0.1763,1.5447,0.7394,2.1794,0.792,0.8477,0.1497,0.1711,1.659,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.6483,0.279,0.9358,1.0299,1.2214,1.1956,0.5139,0.8689,2.0503,C4
f01,f10,f20,f30,f40,f51,f61,f71,f80,1.1879,0.9908,1.02,0.7085,0.2181,1.0278,0.3874,0.7181,1.1023,C4
f01,f10,f20,f30,f40,f51,f60,f70,f80,1.3178,0.6466,1.1244,0.0155,0.2625,0.2966,0.5597,0.5696,1.275,C4
f00,f11,f20,f31,f40,f50,f60,f71,f80,0.8073,0.5802,0.31,0.1474,0.6481,0.4835,0.3651,0.0694,1.0972,C4
f00,f10,f20,f30,f41,f50,f60,f71,f80,0.8374,0.5177,0.3514,0.2694,0.1521,0.115,0.1865,0.5255,0.2614,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,0.0664,1.4205,0.9913,1.9994,0.0347,0.3293,1.2332,0.8041,1.9523,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.141,0.4202,0.2918,0.87,0.0742,1.0077,0.7906,1.1468,0.5055,C4
f00,f10,f20,f31,f41,f50,f61,f71,f80,1.183,0.5651,1.2405,0.3015,1.2791,0.2551,0.9764,0.7177,0.2134,C4
f00,f11,f20,f31,f41,f51,f61,f70,f80,1.0048,0.2788,0.5429,1.546,0.0766,0.4483,0.1951,0.9968,2.022,C4
f01,f10,f20,f30,f41,f50,f60,f71,f81,0.4487,0.2808,0.7856,0.2318,1.1819,0.2848,0.2369,0.6414,0.3632,C4
f00,f11,f20,f31,f41,f51,f60,f71,f80,1.1876,0.5775,1.1713,0.3411,0.4064,0.6238,0.4587,1.1467,0.0693,C4
f00,f10,f20,f30,f41,f51,f61,f70,f80,1.0821,0.1989,0.6467,0.4976,1.6217,0.1285,0.7012,0.5436,1.8999,C4
f00,f10,f21,f30,f41,f50,f61,f71,f81,0.3055,0.3734,1.0641,2.0319,0.9258,0.342,0.973,0.9904,0.6243,C4
f00,f10,f20,f31,f41,f51,f61,f70,f80,1.0475,0.4333,0.5217,0.6644,0.9677,0.8813,1.0338,0.0037,1.155,C4
f00,f10,f21,f30,f41,f51,f61,f71,f80,1.204,0.2241,0.3292,2.2795,0.399,0.0192,1.1636,0.1051,1.243,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.9983,0.0658,0.9331,2.3148,1.3561,1.0374,0.9764,0.7034,0.364,C4
f00,f10,f20,f30,f40,f50,f60,f70,f80,0.2144,1.2746,1.0357,0.4395,0.2466,0.2096,0.3406,0.345,1.5351,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.9803,1.4165,0.807,0.9785,1.1369,0.7897,0.0031,0.9066,1.7483,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,0.8719,0.4463,0.9719,1.0189,0.9175,1.1151,0.5254,0.9779,1.4081,C4
f01,f10,f20,f30,f40,f50,f61,f71,f80,0.5843,0.3959,1.2387,1.8384,0.269,1.1145,0.2213,1.1623,0.0878,C4
f00,f11,f20,f31,f41,f50,f60,f70,f80,0.0945,0.6366,0.4004,1.4185,1.2861,0.7833,0.6401,0.275,1.5193,C4
f00,f11,f20,f30,f40,f50,f60,f71,f80,0.5902,0.2659,0.7141,0.8798,1.1598,1.1924,0.1137,0.1535,0.5205,C4
f00,f10,f20,f30,f40,f51,f61,f71,f80,0.254,0.8894,0.1062,0.2856,0.0733,0.8043,0.4431,0.9225,0.2845,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.8779,0.47,0.8918,0.2261,0.5127,0.1763,0.8179,1.0774,0.8666,C4
f00,f11,f20,f31,f41,f50,f61,f71,f80,0.4371,0.2377,1.1531,2.0858,0.6914,1.0504,0.4254,0.1214,0.0165,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.0989,1.4034,0.8644,0.7632,0.3964,0.2411,0.8586,0.911,2.0396,C4
f00,f11,f20,f30,f41,f50,f61,f71,f80,1.2338,0.6469,0.7599,0.382,1.08,0.1083,0.2536,0.8951,0.2418,C4
f00,f10,f20,f30,f40,f51,f61,f71,f81,1.0928,0.8441,0.7824,0.5719,1.4427,0.8201,1.2279,0.1437,0.1734,C4
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.2436,1.1143,0.2455,0.7717,0.5077,0.1855,0.1663,1.0503,2.0013,C4
f00,f10,f20,f31,f41,f51,f61,f71,f80,0.2064,0.9097,0.2262,1.511,0.33,0.8958,0.1236,1.021,1.864,C4
f01,f10,f21,f31,f41,f51,f61,f71,f80,1.1486,1.2934,0.0611,2.2236,1.4888,1.1193,0.6218,0.6932,1.703,C4
f00,f10,f20,f31,f41,f51,f60,f70,f80,1.1083,0.1274,0.0979,0.6928,1.5562,0.2243,0.8475,0.2815,1.6095,C4
f00,f10,f20,f30,f40,f51,f60,f70,f80,0.2405,0.2647,1.2717,0.0171,0.0327,0.9587,0.782,0.1257,1.0321,C4
f00,f11,f20,f30,f40,f50,f61,f71,f80,1.2398,0.2146,0.193,1.14,1.1839,0.0062,0.8304,0.8781,0.2243,C4
f01,f10,f20,f30,f41,f51,f60,f71,f80,0.518,0.6249,0.8679,1.0552,1.0071,0.7557,1.1577,0.7879,0.6628,C4
f01,f10,f20,f30,f40,f50,f61,f70,f80,0.1372,1.1639,1.1276,0.6183,0.9409,0.8871,0.969,0.7528,0.6272,C4
f00,f10,f20,f30,f40,f50,f61,f71,f81,0.5376,0.0696,1.0876,1.3242,1.0234,0.5439,0.9772,1.0806,0.8616,C4
f00,f10,f20,f30,f41,f50,f60,f71,f80,0.4096,0.7269,0.4766,0.6297,0.6275,0.0247,0.0823,0.2749,1.4124,C4
f00,f10,f20,f31,f41,f50,f61,f70,f80,0.065,0.373,0.9358,2.2452,0.9777,1.0271,0.3809,0.1974,1.7927,C4
f00,f10,f20,f30,f40,f50,f60,f71,f80,1.2217,1.0244,0.3956,2.0791,0.0899,1.043,0.3007,0.0896,0.3041,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.9972,0.9404,0.0006,0.1922,0.7327,0.0991,0.374,1.1371,0.6825,C4
f01,f11,f20,f30,f41,f50,f61,f71,f80,0.1049,1.2805,1.0093,1.3122,1.4528,1.0185,1.0701,0.6668,0.8466,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.9092,0.8656,0.8409,2.0546,1.0679,0.3524,0.4133,0.341,0.9694,C4
f00,f10,f20,f30,f41,f50,f60,f70,f80,0.2216,0.2874,1.0943,2.402,0.3801,0.5092,0.8616,0.7372,1.0812,C4
f01,f10,f20,f30,f40,f50,f61,f70,f80,1.2234,0.9333,0.2103,1.2727,1.4086,1.0377,0.8774,0.0886,1.4366,C4
f00,f10,f20,f31,f41,f50,f61,f71,f81,0.1174,0.0709,0.9053,0.9832,0.7654,0.6319,0.1245,0.8293,0.1002,C4
f00,f10,f20,f31,f41,f50,f61,f70,f80,0.1442,1.1531,0.2009,0.4086,0.586,1.1148,0.7385,0.2774,0.7447,C4
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.448,0.2783,1.2427,0.5813,0.0323,1.0494,1.0244,1.0146,1.2794,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.4379,0.8253,0.6256,2.1693,0.7944,0.654,0.1803,0.8967,1.0243,C4
f00,f10,f20,f30,f40,f51,f61,f70,f80,1.1369,1.2561,0.71,0.293,0.0531,0.2147,0.3389,1.119,0.7228,C4
f00,f10,f20,f30,f41,f50,f61,f71,f80,0.7623,1.0115,0.6496,2.2451,1.3811,1.1519,0.2411,0.4435,0.3657,C4
f00,f10,f20,f30,f40,f50,f60,f71,f80,0.7824,0.9369,1.1934,0.5999,0.3846,0.8603,1.0296,0.337,1.597,C4
f00,f10,f20,f31,f40,f50,f61,f71,f80,0.8131,1.1944,0.947,1.9304,0.7705,0.9648,0.9919,1.1503,2.009,C4
f01,f11,f20,f30,f41,f50,f61,f71,f80,0.5883,0.611,0.8733,1.1185,0.0658,0.6138,0.2711,0.9734,1.2145,C4
f00,f10,f21,f31,f40,f50,f61,f70,f80,0.7663,1.381,1.1922,0.8733,1.0374,1.0735,1.0255,0.3807,1.5299,C4
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.6571,1.0393,1.1731,1.4888,1.4197,0.7063,0.6647,0.7015,0.2093,C4
f00,f11,f20,f30,f41,f50,f61,f70,f81,1.1073,0.3537,0.0549,2.2441,1.5257,0.678,0.0981,0.7041,1.5416,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.102,0.8537,0.3544,1.4466,0.1593,0.6909,0.3691,0.6189,0.6073,C4
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.0535,0.9461,0.6521,0.8284,0.8734,0.9626,1.2011,0.8052,1.3686,C4
f00,f11,f20,f30,f40,f50,f60,f71,f80,0.3423,0.5378,0.7518,0.1489,0.4541,0.5321,1.2037,0.4755,1.2308,C4
f01,f10,f20,f31,f41,f50,f61,f71,f81,1.3189,1.5206,0.7562,1.8953,0.4692,1.0468,0.2498,0.7551,1.7729,C4
f01,f10,f20,f31,f41,f50,f61,f71,f81,1.3526,1.3691,0.6112,0.0436,0.9589,0.0281,0.552,0.0355,0.2394,C4
f00,f10,f21,f30,f41,f50,f61,f70,f80,0.894,0.9353,0.0569,2.2648,1.4648,0.8651,0.2832,0.6727,0.8352,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,1.1931,0.2007,1.1785,1.6055,0.1717,0.9959,0.2436,0.3679,1.5139,C4
f00,f10,f20,f30,f40,f51,f61,f71,f81,0.1628,1.143,0.7833,0.0395,1.4714,0.7344,1.1183,0.4688,1.336,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,1.1919,1.3716,0.2609,2.0676,0.7428,0.263,0.478,0.0378,0.7212,C4
f00,f10,f21,f30,f40,f50,f61,f70,f81,1.0178,1.0352,0.3739,0.43,1.5625,0.2453,1.0427,1.0835,1.2196,C4
f00,f10,f20,f30,f40,f50,f60,f71,f80,0.9357,1.4562,0.2399,2.3518,0.0498,0.3631,0.5319,0.4956,1.7657,C4
f00,f11,f20,f30,f41,f51,f61,f71,f80,0.8986,1.246,0.4249,0.4753,0.4093,0.8264,0.6182,0.0587,1.4275,C4
f00,f10,f20,f30,f41,f51,f61,f70,f80,0.9371,1.1094,1.083,1.413,0.0763,0.7622,1.0663,0.208,0.8393,C4
f00,f10,f20,f31,f41,f50,f60,f71,f80,0.5467,0.3216,0.8796,1.9004,0.4711,1.1462,1.2308,0.4595,2.1066,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.8281,1.2428,0.8624,0.6695,1.0396,0.0302,0.8745,0.5738,0.8344,C4
f00,f10,f21,f31,f41,f50,f61,f71,f80,0.1946,0.5807,0.8037,0.6244,1.3492,0.0951,1.0136,0.8536,1.0582,C4
f00,f10,f20,f30,f41,f51,f61,f71,f80,1.1957,0.8615,0.2389,2.2626,0.9949,0.9334,0.8925,0.657,0.1344,C4
f00,f10,f20,f30,f41,f50,f61,f70,f80,0.7284,0.0682,1.1795,1.1099,0.9671,0.3566,0.0224,1.1054,0.2101,C4
f00,f10,f21,f30,f41,f50,f61,f71,f80,0.1191,0.5242,0.2564,0.538,0.9709,0.5739,1.1412,0.2499,2.0669,C4
f00,f10,f20,f30,f40,f50,f61,f71,f80,0.0725,1.3355,0.7007,0.2793,0.477,1.1441,0.9489,0.2505,1.2905,C4
f00,f10,f20,f31,f40,f50,f60,f70,f80,1.1923,1.119,0.3179,0.8898,0.3876,0.9957,0.5226,0.9607,0.2799,C4
f00,f10,f20,f31,f41,f50,f60,f71,f80,0.371,1.0554,0.5819,2.3095,0.0413,0.9506,1.0871,0.7092,0.4696,C4
f00,f10,f20,f31,f40,f50,f60,f70,f80,0.6841,0.5899,0.8175,0.073,0.2992,0.6207,0.7617,0.8064,0.0618,C4
f00,f10,f20,f30,f40,f50,f61,f70,f80,0.7908,0.0211,0.8241,0.9699,1.4519,1.1701,1.0352,0.6142,2.0379,C4
f01,f11,f20,f31,f40,f50,f61,f70,f80,0.083,0.3876,0.6656,0.3505,1.1811,0.42,0.9181,0.0796,0.3981,C4
f01,f10,f20,f30,f41,f50,f61,f71,f80,1.1881,0.9482,0.4558,0.6256,0.6043,0.5778,0.2621,0.7199,0.5842,C4
