f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,class
f01,f10,f21,f31,f40,f50,f61,f71,1.5292,0.5799,0.5321,0.106,2.7327,1.4546,0.3855,18.1452,f160,f170,f181,C4
f01,f10,f20,f30,f40,f50,f60,f70,0.1287,0.602,0.2668,0.429,2.2597,0.5393,0.0811,1.9139,f160,f170,f180,C4
f01,f10,f21,f31,f41,f51,f60,f71,0.7671,1.2215,0.3576,1.1466,2.7829,0.2291,0.6568,17.3092,f161,f171,f181,C4
f01,f10,f21,f31,f41,f51,f60,f71,0.8286,0.8337,0.2288,1.0936,1.6855,?,0.2494,13.1751,f160,f170,f180,C4
f00,f10,f20,f30,f41,f50,f60,f71,1.3737,0.303,?,0.8471,1.4963,0.5496,0.6963,16.6817,f161,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,1.5057,0.1109,0.0693,1.0544,2.7569,0.0056,0.5726,4.6479,f161,f170,f181,C4
f01,f10,f20,f30,f40,f50,f60,f71,1.3861,0.3808,0.6607,0.0528,2.5926,0.4416,0.4338,20.6679,f161,f171,f181,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.3392,0.9099,1.3013,0.179,0.1278,0.0228,0.2935,13.7941,f161,f170,f180,C4
f01,f10,f21,f31,f41,f50,f61,f71,0.2784,1.6562,0.6996,0.8059,1.5016,0.2651,0.4678,16.1211,f161,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.9319,0.5766,1.3335,0.0607,2.0119,0.7516,0.5719,13.7297,f161,f170,f180,C4
f01,f10,f21,f31,f41,f50,f60,f70,0.1946,1.4877,0.3966,0.8649,2.8913,1.241,0.0972,12.512,f160,f171,f181,C4
f01,f10,f21,f31,f40,f50,?,f71,0.6143,1.4908,0.1506,1.2429,2.8188,0.7368,0.0736,14.9983,f161,f170,f181,C4
f01,f10,f21,f30,f41,f50,f60,f71,1.0891,1.3338,1.3726,0.4478,1.4554,0.6782,0.1209,13.6292,f161,f170,f181,C4
f01,f10,f20,f31,f41,f50,f60,f70,1.2215,1.6881,0.1942,0.705,0.8518,0.6789,0.7189,12.8268,f161,f171,f180,C4
f01,f10,f21,f30,f40,f51,f60,f71,1.2613,1.4906,0.3968,0.3005,3.2217,1.3575,0.1398,1.4628,f160,f171,f180,C4
f01,f10,f21,f31,f41,f50,f60,f71,0.2506,1.0761,0.376,?,1.2823,0.9675,0.1316,15.1006,f160,f171,f180,C4
f01,f10,?,f31,f40,f50,?,f71,1.4134,?,0.4178,0.4355,1.3948,0.9103,?,12.9491,f161,f170,f180,C4
f01,f10,f21,f31,f41,f50,?,f71,0.4054,1.5561,0.3694,0.683,0.8703,1.6388,0.1973,5.2242,f161,f171,f181,C4
f00,f10,f20,f31,?,f50,f61,f70,0.6164,1.2485,1.2503,0.3557,1.0538,0.2655,0.5543,11.111,f160,f171,f180,C4
f01,f10,f21,?,f40,f51,f60,f71,0.6808,0.4581,0.3409,1.1283,1.8624,0.505,0.5334,12.4898,f160,f170,f181,C4
f01,f10,f21,f31,f40,f50,?,f71,0.7267,1.2236,1.2636,0.7803,2.7053,1.9014,0.7221,14.3659,f161,f170,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,?,1.5451,0.5145,0.0655,1.7454,1.3764,0.7642,18.6991,f160,f170,f180,C4
f01,f10,?,f31,f40,f50,?,f70,0.0079,0.2126,0.346,0.3204,2.3081,1.4638,0.582,2.0024,f161,f170,f181,C4
f01,f10,f21,f31,f41,f50,f60,f70,0.9045,0.9515,0.7988,0.9891,2.8479,1.7204,0.1253,18.1966,f161,f170,f181,C4
f01,f10,f21,f31,f40,f51,f61,f71,1.4239,?,0.207,0.568,2.121,0.0134,0.4254,19.2902,f160,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,1.424,0.069,1.3637,0.3052,0.5618,1.0271,0.9705,5.0638,f161,f171,f181,C4
f01,f10,f20,f31,f40,f50,f61,f71,0.1045,1.2094,0.0038,0.0266,0.9925,1.4705,0.3468,14.688,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f60,f71,0.3655,1.0719,0.5085,0.3731,1.4185,1.6485,0.0328,11.7718,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,f70,1.5005,1.5713,0.935,0.697,1.905,0.853,0.183,11.3519,f160,f171,f181,C4
f01,f10,f20,f31,f40,?,f60,f71,0.9639,0.7672,0.7688,1.1304,1.7946,1.8011,0.7926,7.7534,f160,f170,f180,C4
f01,f10,f21,f30,?,f50,f60,f70,1.0957,?,0.2097,0.2581,0.9177,1.0986,0.64,20.1697,f161,f171,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.8388,0.4095,1.3367,1.1184,1.9713,1.3922,1.0562,0.445,f161,f170,f181,C4
f01,f10,f20,f31,f40,f50,f61,f71,0.0406,0.8834,0.4113,1.1799,1.9047,0.8634,1.0372,0.817,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,1.4664,0.6683,0.8988,0.0608,1.1374,0.2099,1.0029,6.3752,f160,f170,f181,C4
f01,f10,f21,f31,f41,f50,f60,f71,0.7954,0.5182,1.0366,0.4455,3.2369,0.2511,0.4829,8.5033,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f60,f71,1.5282,1.6441,0.17,1.1615,?,0.9318,0.7988,16.7645,f160,f170,f181,C4
f01,f10,f20,f31,f41,f50,f60,f71,1.201,0.2498,1.0012,1.1121,3.0133,1.7662,0.4432,14.5071,f161,f170,f181,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.2442,1.4741,0.3231,1.1649,2.5922,1.87,1.0423,7.0393,f161,f171,f180,C4
f01,f10,f21,f31,f40,f51,f61,f71,1.4142,0.2706,1.2997,0.2679,2.0048,0.8949,0.8544,?,f160,f171,f180,C4
f00,f10,f21,f31,f40,f50,f60,f71,1.1029,0.3482,0.5652,1.2171,0.5684,1.8615,0.5178,17.1584,f160,f170,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.5439,1.732,1.257,0.6437,1.2255,1.2017,0.9345,5.117,f160,f171,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.697,0.3718,0.376,1.1328,0.3894,0.1156,0.7973,18.8905,f160,f171,f180,C4
f01,f10,f20,f31,f41,f50,f60,f71,0.6649,1.1296,0.3694,1.1631,0.5987,?,0.4251,10.5666,f161,f171,f181,C4
f01,f10,f20,f30,f40,f50,f61,f71,1.2727,0.1168,0.0216,0.9111,2.3538,0.731,0.8807,8.0304,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.3396,0.2854,1.0754,0.6402,2.8522,0.9816,0.6738,5.9475,f161,f170,f181,C4
f01,f10,f20,f31,f40,f51,f60,f71,1.3505,1.3783,0.6461,0.3884,2.6113,0.5536,0.4258,4.3571,f160,f170,f181,C4
f01,f10,f20,?,f40,f50,f61,f70,0.9918,0.6076,0.8379,0.7677,0.0306,0.6141,?,5.2896,f161,f171,f181,C4
f01,f10,?,f31,f40,f51,f60,f70,0.9243,0.6361,0.4438,0.4624,2.8192,0.2874,0.9637,6.6158,f161,f170,f180,C4
?,f10,f21,f31,f40,f51,f61,f71,0.3478,0.113,0.3518,1.0375,2.7614,1.2922,0.0108,8.4636,f160,f170,f181,C4
f01,f10,f20,f31,f40,f50,f61,f71,0.789,0.2961,0.8437,0.5904,0.9778,0.2223,0.4104,16.7091,f161,f170,f180,C4
f01,f10,f21,f31,f40,f51,f61,f71,1.0204,0.7153,0.4501,0.0276,2.2381,1.5694,0.6314,10.4994,f161,f170,f181,C4
?,f10,f20,f30,f40,f51,f61,f71,1.4885,0.3406,0.7962,0.2851,?,1.1735,0.1193,10.6403,f161,f171,f180,C4
f01,f10,f21,?,f40,f51,f61,f70,0.9693,0.6957,0.0742,0.3342,2.0319,?,0.0744,19.813,f161,f171,f181,C4
f01,f10,f20,f31,f40,f50,f60,f70,0.4188,0.0852,0.7631,0.322,2.1692,0.0048,0.2483,12.1585,f161,f171,f181,C4
f01,f10,f21,f31,f40,f51,f61,f71,1.3376,1.3067,1.0378,0.0959,0.3328,1.4307,1.029,13.9285,f160,f170,f180,C4
f00,f10,f21,f31,f40,f50,f61,f71,0.6602,0.6596,?,0.2615,0.0557,1.3183,0.3839,5.3543,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.3953,0.6641,1.0554,0.2489,0.6687,1.4322,0.1079,17.3128,f161,f171,f181,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.5237,0.7462,0.1736,0.4394,2.6803,0.4919,0.0235,1.0501,f161,f170,f181,C4
f01,f10,f21,f31,f41,f50,f61,f70,0.938,1.2598,0.3214,0.4186,2.871,1.7816,0.4586,11.307,f160,f170,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.9413,1.606,0.7684,0.0751,3.044,0.8664,0.6722,8.784,f161,f170,f180,C4
f01,f10,f21,?,f40,f50,f60,f71,1.009,0.7864,1.0008,0.9294,0.9106,1.3358,0.1228,13.6532,f161,f171,f181,C4
f00,f10,f21,f31,f40,f50,f60,f70,0.2167,1.3044,0.0584,1.0996,2.6017,0.2371,0.5046,0.7642,f160,f171,f180,C4
f01,f11,f21,f30,f41,f50,f61,f70,1.0999,1.0309,1.2281,0.1111,0.2716,0.6365,0.9413,3.4201,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f60,f71,0.3698,0.5687,0.4019,0.0182,1.138,1.7535,0.4819,5.7465,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.2457,0.8382,?,0.4959,0.9458,1.8983,0.9424,20.9032,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,f70,0.7013,1.0836,0.8557,1.148,1.3398,?,0.9386,9.9437,f161,f171,f181,C4
f01,f10,f21,f30,f40,f51,f60,f71,0.9257,1.0514,1.2904,0.4294,0.1585,0.0749,0.9796,11.332,f161,f171,f180,C4
f01,?,f21,f31,f40,f50,f60,f71,1.5269,1.5649,0.1676,0.0822,?,1.3205,0.5362,7.474,f161,f171,f181,C4
f01,f10,f21,f31,f40,f51,f61,f71,0.1093,0.2843,0.4157,0.5935,2.8065,0.1585,0.8778,13.2501,f160,f170,f181,C4
f00,f11,f21,f31,f40,f51,f61,f71,0.8548,1.2212,0.0958,0.694,0.9078,1.2839,1.0731,18.2697,f161,f170,f181,C4
f01,f10,f20,f30,f41,f50,?,f71,0.3582,0.4118,1.2929,0.0438,0.1528,1.6747,0.9779,17.4353,f161,f171,f181,C4
f01,f10,f20,f31,f40,f50,f60,f70,0.9033,0.929,1.0188,0.1982,?,1.1324,0.9467,15.4107,f160,f171,f180,C4
?,f10,f21,f30,f40,f50,f60,f71,0.9703,0.456,0.0404,0.013,2.3643,1.5294,0.358,15.0246,f160,f170,f180,C4
f01,f10,f21,f31,f41,f51,f61,f71,0.6804,1.2751,0.8437,0.0281,1.2914,1.6175,0.6422,15.0178,f161,f170,f180,C4
f00,f10,f20,f31,f41,f50,f61,f71,0.3302,1.228,1.1231,0.9048,0.2684,1.6075,?,6.1675,f161,f170,f181,C4
f01,f10,f21,f31,f40,f51,f61,f71,0.8087,0.5684,0.0792,0.1775,1.6053,0.2972,0.7912,2.0394,f160,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,1.126,1.4339,0.3695,0.7592,1.3069,1.6772,0.9798,17.5557,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,?,f70,0.927,0.7969,0.9399,0.8505,0.0213,0.5494,0.3317,4.3034,f160,f170,f181,C4
f01,f10,f20,f30,f40,f50,f60,f71,0.312,0.1801,1.175,0.0967,0.3968,0.5469,0.7072,10.6221,f161,f170,f180,C4
f01,f10,f21,f31,f40,f50,f60,f71,1.0215,0.8173,0.6315,0.9831,0.4383,1.7194,0.999,5.4836,f161,f171,f181,C4
f01,f10,f20,f31,f40,f51,f61,f71,0.7055,1.0369,0.874,0.7879,1.8046,0.9411,0.4203,?,f161,f170,f180,C4
f01,f10,f21,f30,f40,f51,f60,f71,1.0846,0.333,1.152,0.6918,2.6246,0.2573,0.4148,8.4836,f161,f170,f181,C4
f01,f10,f20,f30,?,f50,f60,f70,0.6582,1.2494,0.0865,0.9064,3.1186,0.31,?,17.2506,f161,f171,f181,C4
f01,f10,f20,f31,f40,f50,f60,f70,1.1292,0.1452,0.2924,0.4683,2.7695,1.0013,0.9408,13.4956,f161,f170,f181,C4
f01,f10,f20,f30,f40,f50,f60,f71,1.3108,0.0345,0.9604,0.7789,0.8216,1.4636,0.7202,18.3583,f160,f170,f180,C4
f01,f10,f20,f30,f40,f50,f60,f70,1.1923,0.9066,0.2461,0.249,1.0822,0.3395,0.8296,13.3102,f160,f171,f180,C4
f01,f10,f21,f30,f40,f50,f60,f70,0.8405,0.8251,0.0575,1.2221,2.324,0.0271,0.9525,13.5335,f160,f170,f180,C4
f01,f10,f20,f31,f41,f51,f61,f70,0.7858,1.7056,0.3764,0.5541,0.8754,0.4756,0.2434,12.7809,f160,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f70,1.2196,?,0.5361,0.8805,?,0.6924,0.9823,15.5461,f160,f170,f180,C4
f01,f10,f21,?,f40,f50,f60,f71,0.6914,0.723,0.7227,0.4444,0.309,0.1059,0.7635,7.7512,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f61,f70,0.6373,0.2797,0.9433,0.968,2.9294,1.6873,1.0329,14.1539,f160,f171,f180,C4
f01,f10,f21,f31,f40,f51,f60,f71,0.157,?,0.6858,0.4822,2.2286,1.4267,0.3603,20.2486,f160,f171,f180,C4
f01,f10,f20,f31,f41,f50,f61,f70,1.5035,1.1543,0.5985,0.302,3.206,0.1783,0.4706,10.1143,f161,f171,f181,C4
f01,f10,f21,f31,f40,f51,f61,f70,0.276,1.3031,0.5071,0.2662,0.8659,0.3232,1.0299,3.5043,f161,f171,f181,C4
?,f10,f21,f30,f40,f50,f61,f71,0.6197,0.3026,?,0.5821,3.2571,0.2248,0.5805,17.2966,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f61,f71,0.1808,0.797,0.4843,0.7756,1.3177,?,0.4596,0.1361,f160,f170,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.1756,0.7213,0.5816,0.2458,1.6018,0.2479,0.579,16.1948,f160,f171,f181,C4
f01,f10,f21,f31,f41,f51,f61,f70,1.3354,?,0.3759,0.5056,1.6567,1.2621,0.4725,19.56,f161,f170,f181,C4
f00,f10,f21,f31,f41,f50,f60,f71,1.1091,0.5269,0.5608,0.2771,0.185,1.1882,0.4485,12.3891,f160,f170,f180,C4
f01,f10,f21,f31,f41,f50,f60,f70,0.2397,0.3044,0.963,?,3.2681,1.1498,0.6504,8.5299,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f60,f70,0.6857,0.1389,0.9609,0.5088,2.0331,0.1555,0.7744,17.595,f161,f170,f181,C4
f01,f10,f21,f30,f41,f50,f61,f70,0.3143,0.4842,1.0667,1.2044,3.0703,0.1194,0.3964,10.5435,f160,f170,f181,C4
f01,f10,f21,f30,f40,f50,f61,?,0.3889,0.1223,0.3197,0.6514,2.5814,1.1991,0.1341,18.9282,f161,f171,f181,C4
f01,f10,f20,f30,f40,f51,f61,f71,1.394,1.3515,0.5243,0.3133,1.7372,0.39,0.0224,9.1969,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.3302,1.6244,0.8179,0.8569,2.514,1.4672,0.1928,16.5805,f161,f170,f180,C4
f01,f10,f21,f31,f40,f50,f60,f71,0.0711,0.8679,0.3813,0.5768,1.8317,1.3295,1.0104,9.8552,f160,f170,f180,C4
f01,f10,f20,f31,f40,f51,f61,f71,0.1921,?,0.9449,1.2127,1.2643,1.8921,0.426,6.1353,f161,f171,f180,C4
f01,f10,f21,f30,f40,f51,f60,f71,0.9907,1.5549,0.6781,0.65,2.0378,1.3046,0.1271,16.1224,f160,f170,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,1.2678,0.8142,0.2302,1.1337,1.8513,0.8972,0.6074,?,f161,f171,f180,C4
f00,f10,f21,f31,f40,f51,f60,f71,0.5725,0.1446,1.1436,0.1913,0.6095,0.53,0.5864,21.3269,f161,f170,f180,C4
f00,f10,f21,f31,f40,f50,f60,f70,0.8365,1.4776,1.1518,0.1482,2.1682,0.3066,0.3824,7.8106,f161,f171,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,1.108,0.424,1.1868,1.2067,2.1437,1.6358,0.8399,17.9799,f160,f171,f181,C4
f00,?,f21,f31,f41,?,f60,f70,0.6908,0.8263,1.0761,0.673,1.4932,0.1091,1.0784,13.6748,f160,f170,f181,C4
f00,f10,f21,f31,f40,f50,f60,f71,0.68,1.0911,0.1579,1.1964,1.5136,1.6514,0.332,15.2309,f161,f171,f180,C4
f01,f10,f21,f30,f40,f51,f61,f70,0.8866,1.4472,1.3276,0.9317,1.336,0.0285,0.059,18.3807,f161,f171,f181,C4
f00,f10,f20,f30,f40,f50,f61,f71,0.7275,0.5457,1.3002,1.2353,2.1525,0.1595,0.3952,3.9354,f161,f170,f181,C4
f01,f10,?,f31,f40,f51,f61,f71,1.144,1.5039,1.0237,0.4174,2.6773,0.7969,1.0341,17.766,f160,f170,f181,C4
f01,f10,f21,f30,f40,f50,f61,f71,1.2697,0.776,1.3112,0.4948,0.558,1.7542,0.8494,14.8167,f160,f171,f181,C4
?,f10,f20,f30,f41,f50,f60,f70,0.4533,0.627,1.1726,1.1064,2.7292,0.0999,0.3018,14.877,f161,f170,f181,C4
f01,f10,f21,f31,f41,f50,f60,f70,1.4985,1.1344,0.2422,1.1857,2.8976,0.8712,1.0899,12.8153,f161,f171,f180,C4
f01,f10,f21,f31,f40,f51,f61,f71,0.584,1.6021,0.7993,0.6445,3.0142,1.3626,0.2802,1.409,f161,f171,f180,C4
f01,f10,f21,f31,f40,f50,f60,f71,0.1005,0.7625,0.0573,0.1932,2.7112,0.2717,0.3413,12.1375,f161,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.5843,1.4486,0.0228,1.0393,2.4706,1.6673,0.8788,14.7193,f160,f170,f181,C4
f01,?,f21,f31,f40,f50,f60,f71,0.5485,0.0366,0.6836,0.6173,2.4343,1.0154,1.0345,1.8237,f161,f170,f181,C4
f01,f10,f21,f30,f40,f50,f60,f70,0.3325,0.3011,0.7874,0.5078,2.1594,0.8298,0.0677,8.23,f160,f171,f181,C4
f01,f10,f21,f31,f40,f50,f60,f70,1.238,1.4948,0.201,0.9497,2.9775,0.7019,0.8112,7.1483,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,f60,f71,0.2936,1.5749,0.5108,0.3692,1.6223,0.4028,0.051,8.6523,f160,f171,f180,C4
f01,f10,f20,f31,f40,f50,f61,f70,1.4377,0.7328,0.3775,0.3881,1.6812,0.3178,0.5284,0.098,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,f71,1.0046,0.1685,0.3848,0.4016,1.9433,0.9415,0.6016,20.1626,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,?,1.3147,1.1518,0.6131,0.3643,2.6953,1.8511,0.5214,14.793,f160,f170,f181,C4
f01,f10,f21,f30,f40,f51,f61,f70,0.8756,0.6244,0.2022,0.5152,1.6008,0.5054,0.1111,8.5538,f160,f170,f181,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.9971,0.3681,0.5043,0.8954,1.9002,1.3971,0.3171,8.7968,f161,f170,f181,C4
f01,f10,f20,?,f41,f50,f61,f71,0.6947,0.9744,0.8538,0.3907,1.404,1.4856,0.5708,20.6494,f160,f170,f181,C4
f01,f10,f21,f31,f40,f51,f61,f71,0.2651,1.0875,0.8002,1.0201,0.8527,1.7257,0.9185,2.827,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.2744,?,0.8012,0.5136,0.7169,1.6242,0.3454,16.3323,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,f60,f70,1.193,0.6776,1.0641,0.3136,2.1563,0.0486,0.8645,2.0553,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f61,f70,1.2131,1.3646,1.2821,0.3959,0.3584,0.5473,0.05,5.8772,f161,f170,f181,C4
f01,f10,f21,f30,f40,f50,f60,f70,0.6557,0.2417,0.3263,1.06,1.6654,1.5648,0.8618,3.2179,f161,f171,f180,C4
f01,f10,f20,f31,f40,f50,f61,f70,0.6936,0.3444,0.4935,1.0711,?,1.5989,0.8932,14.5684,f160,f170,f180,C4
f01,f10,?,f31,f40,f50,f60,f70,1.4212,0.1859,0.8163,1.171,0.1449,0.6189,0.1455,17.4633,f160,f171,f181,C4
f01,f10,f20,f31,f40,f50,f61,f71,0.9275,0.849,0.0951,0.4112,0.4466,0.8809,0.1633,5.7595,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f60,f71,1.2881,?,0.7859,1.0615,0.0303,1.6789,0.5701,1.3443,f160,f170,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,1.4764,0.9247,0.5693,1.2417,2.2087,0.0554,0.4075,18.1229,f160,f170,f181,C4
?,f10,f20,f30,f40,f50,f61,f71,1.1123,1.2708,1.3781,0.9481,3.1383,1.1444,1.0123,10.8212,f161,f171,f180,C4
f01,f10,f21,f31,f40,f51,f61,f71,0.2233,1.2245,0.2303,?,0.1027,0.569,0.7235,9.4034,f161,f171,f181,C4
f01,f10,f20,f30,f40,f50,f61,f71,0.0365,0.4873,0.2412,0.9743,2.6307,1.26,0.3766,11.2703,f161,f171,f181,C4
f01,f10,f21,f31,f41,f50,f61,f71,0.9553,0.9559,0.6068,0.1818,0.8473,1.2997,0.3973,13.4524,f160,f171,f181,C4
f00,f10,f20,f31,f40,f50,f61,f71,0.3389,1.4359,0.953,0.7202,0.5316,1.7986,0.5923,12.4918,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.926,1.1952,0.6792,0.8196,3.0576,0.1361,0.5079,14.704,f160,f171,f180,C4
f01,f10,f21,f31,f41,?,f60,f71,1.1383,0.834,0.9306,0.3985,1.4661,1.8122,0.6576,0.1673,f161,f170,f181,C4
f01,f10,f20,f31,f41,f51,f61,f71,0.9851,1.5367,0.2307,0.6634,0.5294,1.8354,0.498,10.6509,f161,f171,f180,C4
f01,f10,f20,f30,f40,f50,f60,f71,0.3721,1.5312,0.9512,0.3316,0.872,0.0241,1.0145,0.6821,f161,f171,f180,C4
f01,?,f21,f31,f41,f51,f60,f71,0.6925,0.787,1.0688,0.2306,3.2146,0.7151,0.7843,8.2296,f160,f170,f181,C4
f01,f10,f21,f31,f40,f50,f61,f70,0.5895,0.5425,0.6667,0.1699,2.3816,0.7162,0.2106,0.45,f161,f171,f181,C4
f00,f10,f20,f31,f40,f50,f60,f71,?,1.6457,0.5626,0.1887,2.4902,0.617,0.0282,9.5136,f161,f170,f181,C4
f01,f10,f21,f31,f41,f50,f60,f70,0.6992,0.9081,1.1133,0.5618,1.0603,0.185,0.8893,20.7338,f160,f170,f180,C4
f01,f10,f20,f30,f40,f51,f61,f70,0.5159,0.6654,0.2263,0.8128,2.2234,0.4442,0.7621,?,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f60,f71,0.0436,1.6734,1.0932,0.429,2.8594,1.8279,1.0286,3.6038,f160,f170,f180,C4
f00,f10,f21,f31,f41,f50,f61,f71,1.4187,0.2899,1.3556,0.5373,0.5881,0.6447,1.0073,3.6875,f160,f171,f181,C4
?,f10,f21,f30,f40,?,f61,f71,0.4602,1.4986,1.2783,0.9106,2.1276,0.3346,0.7046,5.3785,f161,f171,f180,C4
f01,f10,f21,f31,f40,f51,f60,f71,0.3069,1.2268,1.1642,0.1953,2.4818,0.7461,0.9799,9.665,f160,f171,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,1.1234,?,1.171,0.3451,?,0.317,?,18.682,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,?,f70,1.4333,0.4226,1.0564,1.1617,1.9996,1.0695,0.35,0.2708,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f60,f71,0.6949,0.4411,0.7537,0.8368,2.9925,0.7998,0.0597,15.1797,f161,f171,f180,C4
f01,f10,f20,f30,f40,f50,f61,f71,0.4466,1.1339,0.7585,0.9885,0.864,?,0.6771,7.4058,f160,f171,f181,C4
f01,f10,f21,f30,f40,f50,f60,f70,1.3144,1.4413,0.0319,1.0567,3.181,1.6448,0.581,20.4716,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f60,f70,1.3606,1.6746,1.0798,0.216,1.0145,1.2315,0.9335,1.5375,f161,f171,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.27,0.3924,1.0848,0.3626,2.073,1.1402,0.6395,?,f160,f171,f180,C4
f01,f10,f20,f31,f40,f51,f61,f71,1.4301,0.0548,0.8618,0.0146,?,0.2068,0.8579,12.9214,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,f61,f70,0.8775,1.7102,0.001,0.7134,2.6796,0.692,0.5413,20.8143,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.7622,1.3627,0.5669,0.3685,2.5383,0.7396,0.1138,5.7481,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f70,0.0247,0.7838,0.7374,0.2227,2.2912,0.1012,0.3813,20.0737,f160,f171,f180,C4
f01,f10,f20,f31,f40,f50,f60,f71,0.3803,0.2135,1.3317,0.8684,1.0054,0.8626,0.0572,5.7538,f160,f170,f180,C4
f01,f10,f20,f30,f40,f50,f61,f71,0.1287,1.049,0.7907,0.2432,2.4672,0.8933,0.1312,18.8183,f161,f170,f181,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.0157,0.0585,1.3925,0.9044,0.2356,0.1266,0.7549,17.702,f161,f170,f181,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.6613,0.9007,0.6203,1.1385,2.0242,1.635,0.3703,1.3019,f160,f171,f180,C4
f01,f10,f21,f30,f40,f50,f61,f71,0.0657,1.4916,0.9162,1.0956,0.4716,1.5371,0.543,11.9752,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f61,f71,0.6308,0.6074,0.4527,0.0431,2.2897,0.7401,0.2904,18.0648,f161,f170,f180,C4
f01,f10,?,f31,f41,f50,f61,f71,1.1357,1.5017,1.0002,0.2432,2.916,0.5727,0.6462,15.2506,f161,f171,f181,C4
f01,f10,f20,f30,f40,f50,f61,f70,1.4904,0.4068,?,0.2134,0.4457,0.9563,0.039,8.481,f160,f170,f180,C4
f01,f10,f21,f30,f40,f50,f60,f71,0.1036,0.6664,0.9921,1.1575,1.3375,0.1853,0.7127,0.484,f160,f170,f180,C4
f01,f10,f21,f31,f40,f51,f60,f70,0.0573,0.721,0.1872,0.2985,1.9612,0.4236,0.2307,4.2225,f161,f171,f181,C4
f01,f10,f20,f30,f40,f50,f60,f71,1.2869,1.2197,0.6038,1.0843,1.8116,0.7645,0.7572,2.0987,f160,f170,f180,C4
f01,f10,f21,f31,f40,f50,f60,f71,1.2722,1.2094,1.2672,0.6649,1.6591,1.1546,0.5771,1.8605,f161,f170,f181,C4
f01,f10,f21,f30,f40,f51,f60,f71,0.2932,1.1879,0.8575,1.1966,0.1185,1.3777,0.7544,17.2447,f160,f170,f180,C4
f01,f10,?,f30,f41,f51,f60,f71,0.9846,0.5319,1.2046,0.7114,2.3959,1.0799,0.7496,12.6422,f161,f170,f180,C4
f01,f10,f20,f30,f40,f50,f61,f71,0.1464,0.7857,0.8413,0.5126,1.2404,0.8688,0.2574,14.1209,f161,f171,f180,C4
